Class Code:,Assignment Name:,Start Time,End Time,Wasted Time (Optional):,Time Spent:,,,Block:,Class Code:,# of Classes:,Homework/Class:,Time Budgeted:,Time Spent:,Deficit/Surplus:,Percent of Total,,,,Day Count:,Day:,Homework Total:,Day:,SPAN301,ENG301,SOM11/Free/Free Group 1,PHIL250,MATH301,BIO210,HIST301,CHEM230,QUEST,,,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,,Monday times,Tuesday times,Wednesday times,Thursday times,Friday times,Saturday times,Sunday times,,Day of Week:,Time:,Day:,Cumulative Time:
SPAN301,Various Assignments,11:10 AM,12:12 PM,0:00:00,1:02,0.00,,,,,,,,,,,,,20,75,0.00,75,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,14.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.04,,,,75,173.17
BIO210,Experiment Deep Dive,12:14 PM,12:25 PM,0:00:00,0:11,0,,,,,,,,,,,,,20,76,0.00,76,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,14.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,,,76,173.17
PHIL250,Chalmers,12:37 PM,2:14 PM,0:00:00,1:37,0,,,,,,,,,,,,,20,77,0.00,77,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,14.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.07,,,,77,173.17
MATH301,Stats #2,3:43 PM,4:19 PM,0:00:00,0:36,0,,,,,,,,,,,,,20,78,0.00,78,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,14.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.03,,,,78,173.17
ENG301,Sleepy Hollow,10:43 PM,11:41 PM,0:00:00,0:58,0,,,,,,,,,,,,,20,79,0.00,79,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,14.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.04,,,,79,173.17
Monday,DAY,9,18,0:00:00,0:00,15.10,,,,,,,,,,,,,21,80,0.00,80,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,15.00,16.00,17.00,18.00,19.00,20.00,,9.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,80,173.17
HIST301,Primary Sources,5:30 PM,5:43 PM,0:00:00,0:13,0,,,,,,,,,,,,,21,81,0.00,81,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,81,173.17
BIO210,Find a study,10:24 AM,10:48,0:00:00,0:24,0,,,,,,,,,,,,,21,82,0.00,82,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.02,0.00,0.00,0.00,0.00,0.00,0.00,,,,82,173.17
BIO210,Big picture (for first chosen study),8:55 PM,9:13 PM,0:00:00,0:18,0.00,,,,,,,,,,,,,21,83,0.00,83,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,83,173.17
BIO210,Big picture & summary (for first chosenstudy),10:17 PM,10:49 PM,0:00:00,0:32,0,,,,,,,,,,,,,21,84,0.00,84,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.02,0.00,0.00,0.00,0.00,0.00,0.00,,,,84,173.17
HIST301,Primary Sources,10:51 PM,11:17 PM,0:00:00,0:26,0,,,,,,,,,,,,,21,85,0.00,85,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,15.00,16.00,17.00,18.00,19.00,20.00,,0.02,0.00,0.00,0.00,0.00,0.00,0.00,,,,85,173.17
Tuesday,DAY,9,19,0:00:00,0:00,33.04,,,,,,,,,,,,,22,86,0.00,86,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,16.00,17.00,18.00,19.00,20.00,,0.00,10.00,0.00,0.00,0.00,0.00,0.00,,,,86,173.17
CHEM230,Videos,10:04 AM,10:33 AM,0:00:00,0:29,0,,,,,,,,,,,,,22,87,0.00,87,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,16.00,17.00,18.00,19.00,20.00,,0.00,0.02,0.00,0.00,0.00,0.00,0.00,,,,87,173.17
SPAN301,Jose Hernandez,7:56 PM,8:07 PM,0:00:00,0:11,0,,,,,,,,,,,,,22,88,0.00,88,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,16.00,17.00,18.00,19.00,20.00,,0.00,0.01,0.00,0.00,0.00,0.00,0.00,,,,88,173.17
Wednesday,DAY,9,20,0:00:00,0:00,0.04,,,,,,,,,,,,,23,89,0.00,89,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,17.00,18.00,19.00,20.00,,0.00,0.00,11.00,0.00,0.00,0.00,0.00,,,,89,173.17
HIST301,Church on a hill,10:07 AM,10:17 AM,0:00:00,0:10,0.00,,,,,,,,,,,,,23,90,0.00,90,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,17.00,18.00,19.00,20.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,,,,90,173.17
HIST301,Sovergnity and Goodness of a God,5:28 PM,5:39 PM,0:00:00,0:11,0,,,,,,,,,,,,,23,91,0.00,91,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,17.00,18.00,19.00,20.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,,,,91,173.17
Thursday,DAY,9,21,0:00:00,0:00,18.07,,,,,,,,,,,,,24,92,0.00,92,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,18.00,19.00,20.00,,0.00,0.00,0.00,12.00,0.00,0.00,0.00,,,,92,173.17
CHEM230,Electron Configurations,8:35 AM,8:48 AM,0:00:00,0:13,0.00,,,,,,,,,,,,,24,93,0.00,93,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,,,,93,173.17
BIO210,Level 1 read on Epigenetics Study,9:05 AM,9:40 AM,0:00:00,0:35,0.00,,,,,,,,,,,,,24,94,0.00,94,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.02,0.00,0.00,0.00,,,,94,173.17
BIO210,Level 1 read on Epigenetics Study,8:26 PM,9:48 PM,0:00:00,1:22,0,,,,,,,,,,,,,24,95,0.00,95,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.06,0.00,0.00,0.00,,,,95,173.17
MATH301,Stats #3,9:56 PM,10:26 PM,0:00:00,0:30,0,,,,,,,,,,,,,24,96,0.00,96,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.02,0.00,0.00,0.00,,,,96,173.17
SPAN301,SER/ESTAR/HABER,10:31 PM,10:43 PM,0:00:00,0:12,0,,,,,,,,,,,,,24,97,0.00,97,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,18.00,19.00,20.00,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,,,,97,173.17
Friday,DAY,9,22,0:00:00,0:00,0.09,,,,,,,,,,,,,25,98,0.00,98,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,25.00,19.00,20.00,,0.00,0.00,0.00,0.00,13.00,0.00,0.00,,,,98,173.17
Saturday,DAY,9,23,0:00:00,0:00,0.09,,,,,,,,,,,,,26,99,0.00,99,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,25.00,26.00,20.00,,0.00,0.00,0.00,0.00,0.00,14.00,0.00,,,,99,173.17
SPAN301,Jose Hernandez,12:50 PM,1:54 PM,0:00:00,1:04,0,,,,,,,,,,,,,26,100,0.00,100,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,25.00,26.00,20.00,,0.00,0.00,0.00,0.00,0.00,0.04,0.00,,,,100,173.17
PHIL250,Dueling Neurosurgeons,3:27 PM,3:59 PM,0:00:00,0:32,0.00,,,,,,,,,,,,,26,101,0.00,101,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,25.00,26.00,20.00,,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,,,101,173.17
PHIL250,Dueling Neurosurgeons,4:15 PM,4:25 PM,0:00:00,0:10,0,,,,,,,,,,,,,26,102,0.00,102,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,25.00,26.00,20.00,,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,,102,173.17
Sunday,DAY,9,24,0:00:00,0:00,0.07,,,,,,,,,,,,,27,103,0.00,103,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,,,103,173.17
PHIL250,Dueling Neurosurgeons,12:21 AM,12:51 AM,0:00:00,0:30,0,,,,,,,,,,,,,27,104,0.00,104,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.02,,,,104,173.17
PHIL250,Dueling Neurosurgeons discussion point,11:15 AM,11:22 AM,0:00:00,0:07,0,,,,,,,,,,,,,27,105,0.00,105,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,105,173.17
MATH301,Stats #4,3:00 PM,3:35 PM,0:00:00,0:35,0.00,,,,,,,,,,,,,27,106,0.00,106,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,21.00,22.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.02,,,,106,173.17
Monday,DAY,9,25,0:00:00,0:00,21.02,,,,,,,,,,,,,28,107,0.00,107,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,22.00,23.00,24.00,25.00,26.00,27.00,,16.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,107,173.17
BIO210,Level 2 read on Epigenetics Study,8:21 PM,9:18 PM,0:00:00,0:57,0,,,,,,,,,,,,,28,108,0.00,108,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,22.00,23.00,24.00,25.00,26.00,27.00,,0.04,0.00,0.00,0.00,0.00,0.00,0.00,,,,108,173.17
Tuesday,DAY,9,26,0:00:00,0:00,-8.88,,,,,,,,,,,,,29,109,0.00,109,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,23.00,24.00,25.00,26.00,27.00,,0.00,17.00,0.00,0.00,0.00,0.00,0.00,,,,109,173.17
BIO210,Level 2 read on Epigenetics Study,9:51 AM,10:32 AM,0:00:00,0:41,0,,,,,,,,,,,,,29,110,0.00,110,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.03,0.00,0.00,0.00,0.00,0.00,,,,110,173.17
SPAN301,Various worksheets,10:33 AM,10:58 AM,0:00:00,0:25,0,,,,,,,,,,,,,29,111,0.00,111,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.02,0.00,0.00,0.00,0.00,0.00,,,,111,173.17
SPAN301,Various worksheets,12:22 PM,12:36 PM,0:00:00,0:14,0,,,,,,,,,,,,,29,112,0.00,112,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.01,0.00,0.00,0.00,0.00,0.00,,,,112,173.17
ENG301,Play Pitch Project,12:44 PM,12:58 PM,0:00:00,0:14,0.00,,,,,,,,,,,,,29,113,0.00,113,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.01,0.00,0.00,0.00,0.00,0.00,,,,113,173.17
PHIL250,Corpus Callosum Study,8:32 PM,8:59 PM,0:00:00,0:27,0,,,,,,,,,,,,,29,114,0.00,114,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.02,0.00,0.00,0.00,0.00,0.00,,,,114,173.17
MATH301,Stats #4 & 5,9:02 PM,9:35 PM,0:00:00,0:33,0,,,,,,,,,,,,,29,115,0.00,115,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,23.00,24.00,25.00,26.00,27.00,,0.00,0.02,0.00,0.00,0.00,0.00,0.00,,,,115,173.17
Wednesday,DAY,9,27,0:00:00,0:00,-6.89,,,,,,,,,,,,,30,116,0.00,116,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,24.00,25.00,26.00,27.00,,0.00,0.00,18.00,0.00,0.00,0.00,0.00,,,,116,173.17
BIO210,Level 2 read on Epigenetics Study & Personal Study,8:09 AM,8:34 AM,0:00:00,0:25,0.00,,,,,,,,,,,,,30,117,0.00,117,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,,,,117,173.17
BIO210,Level 3 on Fig. 2,10:07 AM,10:20 AM,0:00:00,0:13,0,,,,,,,,,,,,,30,118,0.00,118,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,,,,118,173.17
HIST301,Essay,1:50 PM,2:12 PM,0:00:00,0:22,0,,,,,,,,,,,,,30,119,0.00,119,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,,,,119,173.17
PHIL250,Corpus Callosum Study,2:12 PM,2:24 PM,0:00:00,0:12,0,,,,,,,,,,,,,30,120,0.00,120,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,,,,120,173.17
HIST301,Essay,5:15 PM,5:35 PM,0:00:00,0:20,0.00,,,,,,,,,,,,,30,121,0.00,121,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,,,,121,173.17
HIST301,Essay & Reading,9:31 PM,11:37 PM,0:00:00,2:06,0.00,,,,,,,,,,,,,30,122,0.00,122,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,24.00,25.00,26.00,27.00,,0.00,0.00,0.09,0.00,0.00,0.00,0.00,,,,122,173.17
Thursday,DAY,9,28,0:00:00,0:00,-10.82,,,,,,,,,,,,,31,123,0.00,123,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,19.00,0.00,0.00,0.00,,,,123,173.17
MATH301,Project Intro & Form,8:19 AM,8:31 AM,0:00:00,0:12,0.00,,,,,,,,,,,,,31,124,0.00,124,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,,,,124,173.17
HIST301,Peer-review of Alex's essay,8:32 AM,8:35 AM,0:00:00,0:03,0,,,,,,,,,,,,,31,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,173.17
HIST301,Peer-review of Alex's essay & writing my essay,8:42 AM,9:43 AM,0:00:00,1:01,0.00,,,,,,,,,,,,,31,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.04,0.00,0.00,0.00,,,,,173.17
HIST301,Essay,11:10 AM,12:04 PM,0:00:00,0:54,0,,,,,,,,,,,,,31,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.04,0.00,0.00,0.00,,,,,173.17
CHEM230,TLC videos,12:48 PM,12:58 PM,0:00:00,0:10,0,,,,,,,,,,,,,31,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,,,,,173.17
BIO210,Level 3 on Fig. 2,5:02 PM,5:35 PM,0:00:00,0:33,0.00,,,,,,,,,,,,,31,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.02,0.00,0.00,0.00,,,,,
SPAN301,Jose Hernandez,6:53 PM,7:42 PM,0:00:00,0:49,0,,,,,,,,,,,,,31,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.03,0.00,0.00,0.00,,,,,
HIST301,Essay,7:45 PM,7:52 PM,0:00:00,0:07,0.00,,,,,,,,,,,,,31,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
BIO210,Level 3 on Fig. 2,8:05 PM,8:17 PM,0:00:00,0:12,0,,,,,,,,,,,,,31,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,25.00,26.00,27.00,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,,,,,
Friday,DAY,9,29,0:00:00,0:00,0.03,,,,,,,,,,,,,32,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,32.00,26.00,27.00,,0.00,0.00,0.00,0.00,20.00,0.00,0.00,,,,,
Saturday,DAY,9,30,0:00:00,0:00,-6.99,,,,,,,,,,,,,33,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,32.00,33.00,27.00,,0.00,0.00,0.00,0.00,0.00,21.00,0.00,,,,,
PHIL250,Koch on Free Will,12:44 PM,1:19 PM,0:00:00,0:35,0.00,,,,,,,,,,,,,33,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,32.00,33.00,27.00,,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,,,,
MATH301,Test prep reflection,1:25 PM,1:28 PM,0:00:00,0:03,0,,,,,,,,,,,,,33,,,,0.31,0.22,0.01,0.40,0.31,0.46,0.37,0.10,0.00,,,28.00,29.00,30.00,31.00,32.00,33.00,27.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
PHIL250,Koch on Free Will,2:44 PM,3:06 PM,0:00:00,0:22,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,28.00,29.00,30.00,31.00,32.00,33.00,27.00,,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,,,,
Sunday,DAY,10,1,0:00:00,0:00,0.05,,,,,,,,,,,,,34,,,,,,,,,,,,,,,28.00,29.00,30.00,31.00,32.00,33.00,34.00,,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,,,,,
PHIL250,Koch on Free Will,12:11 PM,12:43 PM,0:00:00,0:32,0.00,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
SPAN301,Preterite imperfect + indefinite,12:44 PM,1:32 PM,0:00:00,0:48,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
PHIL250,Koch on Free Will (discussion point),1:36 PM,1:40 PM,0:00:00,0:04,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
MATH301,Project idea reflection,1:44 PM,1:50 PM,0:00:00,0:06,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
BIO210,Big Picture FXR Seely,9:05 PM,10:06 PM,0:00:00,1:01,0.00,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
Monday,DAY,10,2,0:00:00,0:00,#REF!,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
BIO210,Big Picture FXR Seely,3:14 PM,3:28 PM,0:00:00,0:14,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
HIST301,Taxation reading,5:27 PM,5:47 PM,0:00:00,0:20,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
BIO210,Big Picture FXR Seely,9:14 PM,9:29 PM,0:00:00,0:15,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
HIST301,Taxation reading,9:30 PM,9:53 PM,0:00:00,0:23,0.00,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
Tuesday,DAY,10,3,0:00:00,0:00,#REF!,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
ENG301,Crucible Essay,9:57 AM,10:58 AM,0:00:00,1:01,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
ENG301,Crucible Essay,11:08 AM,11:28 AM,0:00:00,0:20,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
SPAN301,Preterite imperfect + indefinite,11:29 AM,12:00 PM,0:00:00,0:31,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
PHIL250,Koch on Free Will,1:03 PM,1:09 PM,0:00:00,0:06,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
MATH301,Project idea survey,4:55 PM,5:06 PM,0:00:00,0:11,0.00,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
PHIL250,Koch on Free Will,7:56 PM,8:37 PM,0:00:00,0:41,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
ENG301,Crucible Essay,8:38 PM,9:25 PM,0:00:00,0:47,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
Wednesday,DAY,10,4,0:00:00,0:00,#REF!,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
ENG301,Crucible Essay,12:57 PM,1:13 PM,0:00:00,0:16,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
ENG301,Crucible Essay,4:10 PM,5:27 PM,0:00:00,1:17,0.00,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
ENG301,Crucible Essay,9:10 PM,9:48 PM,0:00:00,0:38,0,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,
