Class Code:,Assignment Name:,Start Time,End Time,Time Spent:,,Block:,Class Code:,# of Classes:,Homework/Class:,Time Budgeted:,Time Spent:,Deficit/Surplus:,Percent of Total,,Day Count:,Day:,Homework This Day:
Monday,DAY,9,/25,0:00,0.13,42,0.08,0.14,0.00,0.19,0.71,0.25,0.52,0.55,30,101,0.00
MATH401,hw,8:00,8:10,0:10,0,43,0.08,0.14,0.00,0.19,0.71,0.25,0.52,0.63,30,102,0.00
HIST301,read textbook,11:20,12:10,0:50,0,44,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,30,103,0.00
HIST301,brainstorm for essay,20:00,21:15,1:15,0,45,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,30,104,0.00
Tuesday,DAY,9,/26,0:00,0.13,46,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,31,105,0.00
HIST301,brainstorm for essay,6:40,7:15,0:35,0.00,47,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,31,106,0.00
HIST301,essay,17:00,18:30,1:30,0,48,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,31,107,0.00
HIST301,essay,21:20,22:10,0:50,0,49,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,31,108,0.00
Wednesday,DAY,9,/27,0:00,0.11,50,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,32,109,0.00
HIST301,essay,6:00,7:30,1:30,0,51,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,32,110,0.00
SPAN501,creative thing,20:02,20:54,0:52,0,52,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,32,111,0.00
Thursday,DAY,9,/28,0:00,0.16,53,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,33,112,0.00
SPAN501,creative thing,8:30,9:42,1:12,0.00,54,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,33,113,0.00
SPAN501,creative thing,20:27,21:36,1:09,0,55,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,33,114,0.00
PHYS350,capacitance,22:02,22:11,0:09,0,56,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,33,115,0.00
Friday,DAY,9,/29,0:00,0.00,57,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,34,116,0.00
BIO210,techniques doc,6:24,7:20,0:56,0.00,58,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,34,117,0.00
BIO210,techniques doc,8:05,8:20,0:15,0,59,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,34,118,0.00
SPAN501,creative thing,16:00,16:15,0:15,0,60,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,34,119,0.00
Saturday,DAY,9,/30,0:00,0.00,61,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,35,120,0.00
PHYS350,watch fathom video,16:46,16:55,0:09,0.00,62,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,35,121,0.00
HIST301,read dec of ind,17:28,17:41,0:13,0.00,63,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,35,122,0.00
HIST301,read common sense,17:51,18:12,0:21,0,64,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,35,123,0.00
Sunday,DAY,10,/1,0:00,0.00,65,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,36,124,0.00
BIO210,Ryan paper big picture,19:27,19:50,0:23,0,66,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,36,125,0.00
Monday,DAY,10,/2,0:00,0.00,67,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,37,126,0.00
BIO210,Ryan paper big picture,7:44,8:15,0:31,0,68,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,37,127,0.00
BIO210,Ryan paper big picture,20:45,21:00,0:15,0,69,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,37,128,0.00
Tuesday,DAY,10,/3,0:00,0.00,70,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,38,129,0.00
QUEST,Internship presentation,20:00,22:10,2:10,0,71,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,38,130,0.00
Wednesday,DAY,10,/4,0:00,0.00,72,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,39,131,0.00
BIO350,yeast reactivation protocol & p53 protocol,13:00,13:16,0:16,0,73,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,39,132,0.00
HIST301,historiography reading,18:00,18:40,0:40,0.00,74,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,39,133,0.00
Thursday,DAY,10,/5,0:00,0.00,75,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,40,134,0.00
ENG301,gather quotes crucible,8:00,9:40,1:40,0.00,76,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,40,135,0.00
MATH401,test corrections,21:00,21:30,0:30,0,77,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,40,136,0.00
Friday,DAY,10,/6,0:00,0.00,78,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,41,137,0.00
BIO210,figure 1 presentation,7:40,8:40,1:00,0.00,79,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,41,138,0.00
Saturday,DAY,10,/7,0:00,0.00,80,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,42,139,0.00
ENG301,stuff,14:00,15:30,1:30,0.00,81,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,42,140,0.00
Sunday,DAY,10,/8,0:00,0.00,82,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,43,141,0.00
ENG301,sterf,13:10,14:25,1:15,0.00,83,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,43,142,0.00
ENG301,ree,21:00,21:45,0:45,0.00,84,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,43,143,0.00
Monday,DAY,10,/9,0:00,0.00,85,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,144,0.00
ENG301,fkda;flsdhfk,6:00,7:30,1:30,0.00,86,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,145,0.00
ENG301,;dlskdafs,9:15,11:00,1:45,0.00,87,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,146,0.00
BIO350,read experimental details,12:25,12:54,0:29,0.00,88,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,147,0.00
ENG301,dfkjl,13:00,13:28,0:28,0.00,89,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,148,0.00
,,,,0:00,0,90,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,149,0.00
,,,,0:00,0,91,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,150,0.00
,,,,0:00,0,92,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,93,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,94,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,95,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,96,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,97,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,98,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,99,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,100,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,101,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,102,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,103,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,104,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,105,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,106,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,107,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,108,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,109,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,110,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,111,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,112,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,113,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,114,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,115,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,116,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,117,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,118,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,119,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,120,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,121,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,122,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,123,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,124,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,125,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,126,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,127,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,128,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,129,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,130,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,131,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,132,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,133,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,134,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,135,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,136,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,137,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,138,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,139,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,140,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,141,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,142,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,143,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,144,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,145,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0.00,146,0.08,0.14,0.00,0.21,0.71,0.25,0.52,0.79,44,,
,,,,0:00,0,147,0.08,0.14,0.00,0.21,0.71,0.25,0.52,,44,,
,,,,0:00,0,148,0.08,0.14,0.00,0.21,0.71,0.25,0.52,,44,,
,,,,0:00,0,149,0.08,0.14,0.00,0.21,0.71,0.25,0.52,,44,,
,,,,0:00,0.00,150,0.08,0.14,0.00,0.21,0.71,0.25,0.52,,44,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0.00,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
,,,,0:00,0,,,,,,,,,,,,
