Class Code:,Assignment Name:,Start Time,End Time,Time Spent:,,Block:,Class Code:,# of Classes:,Homework/Class:,Time Budgeted:,Time Spent:,Deficit/Surplus:,Percent of Total,,Day Count:,Day:,Homework This Day:
Monday,DAY,9,/4,0:00,0.02,,,,,,,,,,7,20,0.12
PHYS350,Electrostatics video,12:15,12:38,0:23,0,,,,,,,,,,7,21,0.00
Tuesday,DAY,9,/5,0:00,0.02,,,,,,,,,,8,22,0.02
SPAN501,Online,18:25,18:47,0:22,0,,,,,,,,,,8,23,0.02
Wednesday,DAY,9,/6,0:00,0.09,,,,,,,,,,9,24,0.00
HIST301,Food mini-project,6:51,7:12,0:21,0,,,,,,,,,,9,25,0.00
MATH401,C1,8:07,8:18,0:11,0,,,,,,,,,,9,26,0.11
HIST301,Food mini-project,17:05,17:35,0:30,0.00,,,,,,,,,,9,27,0.09
PHYS210,skyview software and others,17:39,17:44,0:05,0,The Week Ahead: (Schedule):,,,,,,,,,9,28,0.01
SPAN501,Online,20:20,21:25,1:05,0,Monday:,Science of Kale,Spanish,,English XVI,Sociology of Buns,Buns: Economics,,,9,29,0.04
Thursday,DAY,9,/7,0:00,0.03,Tuesday:,How to draw like Micheal,Magic 101,,Spanish,History,Hypermodern art,,,10,30,0.06
MATH401,Approximating radicals and C1,6:11,6:19,0:08,0,Wednesday:,Math 3 + 4i,Spanish,,SOM,Free Period!,Look Around You,,,10,31,0.00
PHYS350,Harder questions in electric fields,6:23,6:32,0:09,0.00,Thursday:,Meditation,Free Period!,,Spanish,Dark Arts (Magic),Astrology,,,10,32,0.00
PHYS350,Harder questions in electric fields,16:35,16:58,0:23,0,Friday:,Spanish,Water,,More Water!,MOAR WATER!,Physics,,,10,33,0.00
Friday,DAY,9,/8,0:00,0.00,,,,,,,,,,11,34,0.20
ENG301,Go over reading/characters,8:09,8:13,0:04,0,"TODO: Write 50 more essays, cry, repeat",,,,,,,,,11,35,0.09
Saturday,DAY,9,/9,0:00,0.00,,,,,,,,,,12,36,0.10
Sunday,DAY,9,/10,0:00,0.03,,,,,,,,,,13,37,0.08
PHYS350,Physics classroom,13:31,13:39,0:08,0,,,,,,,,,,13,38,0.00
HIST301,Textbook reading,18:09,18:18,0:09,0,,,,,,,,,,13,39,0.00
ENG301,Crucible Act 4,18:20,18:41,0:21,0,,,,,,,,,,13,40,0.00
Monday,DAY,9,/11,0:00,0.01,,,,,,,,,,14,41,0.10
SPAN501,Trama,13:03,13:13,0:10,0.00,,,,,,,,,,14,42,0.00
HIST301,Textbook reading,19:02,19:09,0:07,0.00,,,,,,,,,,14,43,0.00
Tuesday,DAY,9,/12,0:00,0.00,,,,,,,,,,15,44,0.00
Wednesday,DAY,9,/13,0:00,0.02,,,,,,,,,,16,45,0.00
ENG301,Sleepy Hollow,8:56,9:14,0:18,0,,,,,,,,,,16,46,0.00
ENG301,Sleepy Hollow,11:03,11:12,0:09,0,,,,,,,,,,16,47,0.00
SPAN501,Gender video,19:02,19:05,0:03,0,,,,,,,,,,16,48,0.00
Thursday,DAY,9,/14,0:00,0.05,,,,,,,,,,17,49,0.00
SPAN501,Blog post #1 round 2,16:34,16:59,0:25,0,,,,,,,,,,17,50,0.00
SPAN501,Blog post #1 round 2,17:48,18:41,0:53,0,,,,,,,,,,17,51,0.00
Friday,DAY,9,/15,0:00,0.00,,,,,,,,,,18,52,0.00
Saturday,DAY,9,/16,0:00,0.10,,,,,,,,,,19,53,0.00
SPAN501,LA MALA EDUCACIÓN,19:06,20:36,1:30,0,,,,,,,,,,19,54,0.00
SPAN501,LA MALA EDUCACIÓN,20:52,21:52,1:00,0,,,,,,,,,,19,55,0.00
Sunday,DAY,9,/17,0:00,0.12,,,,,,,,,,20,56,0.00
MATH401,C4/writeup,16:10,17:25,1:15,0,,,,,,,,,,20,57,0.00
ENG301,Sleepy Hollow,17:40,18:02,0:22,0,Hello. The black stuff down and right is generating those nice graphs. Please don't edit it if you like them!,,,,,,,,,20,58,0.00
HIST301,Primary sources,19:34,20:16,0:42,0.00,Day:,PHYS350,HIST301,PHYS210,ENG301,MATH401,SOM,SPAN501,CS220,20,59,0.00
HIST301,Primary sources,20:25,20:54,0:29,0,1,0.00,0.00,0.00,0.03,0.00,0.00,0.01,0.00,20,60,0.00
SPAN501,Find a scene,21:00,21:05,0:05,0,2,0.00,0.02,0.00,0.03,0.00,0.00,0.01,0.00,20,61,0.00
Monday,DAY,9,/18,0:00,0.00,3,0.00,0.04,0.00,0.04,0.00,0.00,0.01,0.00,21,62,0.00
Tuesday,DAY,9,/19,0:00,0.02,4,0.00,0.04,0.00,0.04,0.00,0.00,0.01,0.00,22,63,0.00
HIST301,readings,8:14,8:20,0:06,0,5,0.00,0.04,0.00,0.04,0.00,0.00,0.01,0.00,22,64,0.00
PHYS350,Questions in Resistivity,12:45,12:52,0:07,0,6,0.00,0.04,0.00,0.08,0.00,0.00,0.02,0.00,22,65,0.00
ENG301,On being brought from africa to america,16:34,16:36,0:02,0,7,0.02,0.04,0.00,0.08,0.00,0.00,0.02,0.00,22,66,0.00
HIST301,Essay #1,14:39,14:47,0:08,0,8,0.02,0.04,0.00,0.08,0.00,0.00,0.04,0.00,22,67,0.00
Wednesday,DAY,9,/20,0:00,0.02,9,0.02,0.08,0.01,0.08,0.01,0.00,0.08,0.00,23,68,0.00
ENG301,essay idea brainstorming,8:42,8:52,0:10,0,10,0.04,0.08,0.01,0.08,0.02,0.00,0.08,0.00,23,69,0.00
MATH401,delta-epsilon reading,8:53,9:01,0:08,0,11,0.04,0.08,0.01,0.09,0.02,0.00,0.08,0.00,23,70,0.00
SPAN501,find articles about la mala educación,9:09,9:24,0:15,0,12,0.04,0.08,0.01,0.09,0.02,0.00,0.08,0.00,23,71,0.00
Thursday,DAY,9,/21,0:00,0.00,13,0.05,0.08,0.01,0.10,0.02,0.00,0.08,0.00,24,72,0.00
Friday,DAY,9,/22,0:00,0.00,14,0.05,0.09,0.01,0.10,0.02,0.00,0.09,0.00,25,73,0.00
SPAN501,write plan,10:38,10:43,0:05,0,15,0.05,0.09,0.01,0.10,0.02,0.00,0.09,0.00,25,74,0.00
Saturday,DAY,9,/23,0:00,0.11,16,0.05,0.09,0.01,0.12,0.02,0.00,0.09,0.00,26,75,0.00
HIST301,The Middle Ground,10:00,10:21,0:21,0,17,0.05,0.09,0.01,0.12,0.02,0.00,0.14,0.00,26,76,0.00
PHYS350,complex dc circuit,10:28,10:47,0:19,0,18,0.05,0.09,0.01,0.12,0.02,0.00,0.14,0.00,26,77,0.00
MATH401,∂-ε reading,10:48,11:28,0:40,0,19,0.05,0.09,0.01,0.12,0.02,0.00,0.25,0.00,26,78,0.00
HIST301,Essay planning,11:40,12:11,0:31,0,20,0.05,0.14,0.01,0.13,0.07,0.00,0.25,0.00,26,79,0.00
HIST301,Essay planning,20:53,21:42,0:49,0.00,21,0.05,0.14,0.01,0.13,0.07,0.00,0.25,0.00,26,80,0.00
Sunday,DAY,9,/24,0:00,0.09,22,0.05,0.15,0.01,0.14,0.07,0.00,0.25,0.00,27,81,0.00
ENG301,Essay planning,17:27,17:46,0:19,0,23,0.05,0.15,0.01,0.14,0.07,0.00,0.26,0.00,27,82,0.00
HIST301,Essay ,17:47,18:35,0:48,0.00,24,0.05,0.15,0.01,0.14,0.07,0.00,0.26,0.00,27,83,0.00
SPAN501,Story,18:41,19:13,0:32,0,25,0.05,0.15,0.01,0.14,0.07,0.00,0.27,0.00,27,84,0.00
SPAN501,Story,19:35,20:04,0:29,0,26,0.07,0.22,0.01,0.14,0.10,0.00,0.27,0.00,27,85,0.00
Monday,DAY,9,/25,0:00,0.01,27,0.07,0.25,0.01,0.16,0.10,0.00,0.31,0.00,28,86,0.00
PHYS350,Capacitance questions,17:35,17:40,0:05,0,28,0.07,0.25,0.01,0.16,0.10,0.00,0.31,0.01,28,87,0.00
CS220,Worksheet,17:41,17:52,0:11,0,29,0.07,0.26,0.01,0.16,0.12,0.00,0.32,0.01,28,88,0.00
Tuesday,DAY,9,/26,0:00,0.04,30,0.07,0.29,0.01,0.16,0.15,0.00,0.32,0.01,29,89,0.00
PHYS210,Looked for pvc adapters,8:14,8:16,0:02,0.00,31,0.07,0.30,0.01,0.16,0.15,0.00,0.32,0.01,29,90,0.00
HIST301,Essay #1,8:17,8:31,0:14,0,32,0.07,0.30,0.01,0.16,0.15,0.00,0.32,0.01,29,91,0.00
MATH401,Recursive Limits,16:34,16:56,0:22,0,33,0.07,0.30,0.01,0.16,0.15,0.00,0.32,0.01,29,92,0.00
ENG301,essay,16:57,17:00,0:03,0.00,34,0.09,0.32,0.02,0.17,0.15,0.00,0.43,0.01,29,93,0.00
MATH401,Recursive Limits,19:00,19:05,0:05,0.00,35,0.09,0.34,0.02,0.20,0.15,0.00,0.43,0.01,29,94,0.00
SPAN501,story,19:07,19:21,0:14,0,36,0.09,0.34,0.02,0.26,0.19,0.00,0.43,0.01,29,95,0.00
Wednesday,DAY,9,/27,0:00,0.06,37,0.09,0.34,0.02,0.32,0.19,0.00,0.46,0.01,30,96,0.00
HIST301,Essay,8:20,8:28,0:08,0,38,0.09,0.34,0.02,0.32,0.19,0.00,0.46,0.01,30,97,0.00
HIST301,Essay,8:36,9:04,0:28,0,39,0.09,0.34,0.02,0.32,0.19,0.00,0.46,0.01,30,98,0.00
HIST301,Essay,12:34,12:39,0:05,0,40,0.09,0.34,0.02,0.32,0.19,0.00,0.46,0.01,30,99,0.00
MATH401,Recursive Limits,19:21,20:05,0:44,0,41,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,30,100,0.00
HIST301,Essay,20:10,20:18,0:08,0.00,42,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,30,101,0.00
Thursday,DAY,9,/28,0:00,0.00,43,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,31,102,0.00
HIST301,Sinners in the hands of an angry god,8:20,8:22,0:02,0,44,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,31,103,0.00
Friday,DAY,9,/29,0:00,0.00,45,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,32,104,0.00
Saturday,DAY,9,/30,0:00,0.00,46,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,33,105,0.00
Sunday,DAY,10,/1,0:00,0.20,47,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,34,106,0.00
TEST PREP,PSAT practice test lookover,8:21,8:55,0:34,0,48,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,34,107,0.00
PHYS350,Video,12:37,13:03,0:26,0,49,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,34,108,0.00
HIST301,Textbook reading,13:12,13:40,0:28,0.00,50,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,34,109,0.00
PHYS210,Advice for presenters,13:52,13:55,0:03,0,51,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,34,110,0.00
PHYS210,analyzed videos,14:25,14:35,0:10,0,52,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,34,111,0.00
ENG301,Crucible Essay,14:51,15:07,0:16,0,53,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,34,112,0.00
SPAN501,DREAMS ROTOS,15:54,18:42,2:48,0.00,54,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,34,113,0.00
Monday,DAY,10,/2,0:00,0.09,55,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,35,114,0.00
ENG301,Crucible Essay,10:34,11:25,0:51,0,56,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,35,115,0.00
TEST PREP,PSAT practice reading test,16:01,16:50,0:49,0,57,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,35,116,0.00
HIST301,Common Sense,17:20,17:50,0:30,0.00,58,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,35,117,0.00
Tuesday,DAY,10,/3,0:00,0.10,59,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,36,118,0.00
ENG301,Crucible Essay,12:50,13:11,0:21,0,60,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,36,119,0.00
ENG301,Crucible Essay,18:14,19:20,1:06,0,61,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,36,120,0.00
MATH401,delta epsilons ,19:29,20:24,0:55,0.00,62,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,36,121,0.00
Wednesday,DAY,10,/4,0:00,0.08,63,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,37,122,0.00
SPAN501,readings,8:40,9:16,0:36,0,64,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,37,123,0.00
ENG301,essay,17:50,19:12,1:22,0.00,65,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,37,124,0.00
Thursday,DAY,10,/5,0:00,0.00,66,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,38,125,0.00
Friday,DAY,10,/6,0:00,0.00,67,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,39,126,0.00
Saturday,DAY,10,/7,0:00,0.00,68,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,40,127,0.00
Sunday,DAY,10,/8,0:00,0.10,69,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,41,128,0.00
MATH401,limit counterexample,10:51,10:53,0:02,0.00,70,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,41,129,0.00
PHYS350,lab,11:20,12:01,0:41,0,71,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,41,130,0.00
HIST301,readings,12:01,12:20,0:19,0.00,72,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,41,131,0.00
TEST PREP,psat!!!,13:05,13:54,0:49,0,73,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,41,132,0.00
CS220,improve thos code,13:57,14:04,0:07,0.00,74,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,41,133,0.00
ENG301,crying,17:18,17:49,0:31,0.00,75,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,41,134,0.00
Monday,DAY,10,/9,0:00,0.00,76,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,135,0.00
,,,,0:00,0,77,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,136,0.00
,,,,0:00,0,78,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,137,0.00
,,,,0:00,0.00,79,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,138,0.00
,,,,0:00,0.00,80,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,139,0.00
,,,,0:00,0.00,81,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,140,0.00
,,,,0:00,0.00,82,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,141,0.00
,,,,0:00,0.00,83,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,142,0.00
,,,,0:00,0.00,84,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,143,0.00
,,,,0:00,0.00,85,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,144,0.00
,,,,0:00,0.00,86,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,145,0.00
,,,,0:00,0.00,87,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,146,0.00
,,,,0:00,0.00,88,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,147,0.00
,,,,0:00,0.00,89,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,148,0.00
,,,,0:00,0,90,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,149,0.00
,,,,0:00,0,91,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,150,0.00
,,,,0:00,0,92,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,93,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,94,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,95,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,96,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,97,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,98,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,99,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,100,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,101,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,102,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,103,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,104,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,105,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,106,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,107,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,108,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,109,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,110,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,111,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,112,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,113,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,114,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,115,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,116,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,117,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,118,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,119,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,120,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,121,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,122,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,123,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,124,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,125,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,126,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,127,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,128,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,129,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,130,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,131,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,132,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,133,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,134,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,135,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,136,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,137,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,138,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,139,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,140,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,141,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,142,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,143,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,144,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,145,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0.00,146,0.12,0.35,0.02,0.34,0.19,0.00,0.46,0.01,42,,0.00
,,,,0:00,0,147,0.12,0.35,0.02,0.34,0.19,0.00,0.46,,42,,0.00
,,,,0:00,0,148,0.12,0.35,0.02,0.34,0.19,0.00,0.46,,42,,0.00
,,,,0:00,0,149,0.12,0.35,0.02,0.34,0.19,0.00,0.46,,42,,0.00
,,,,0:00,0.00,150,0.12,0.35,0.02,0.34,0.19,0.00,0.46,,42,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
,,,,0:00,0.00,,,,,,,,,,,,0.00
